BranchID,Employer,SalesForceID,TimesheetType,Date,Enrolled Hours-Total,Enrolled Hours-Hourly,HourlyEnrolledWorked,Enrolled Hours-Salaried,Enrolled Users-Total,UnEnrolled Hours,Total Hours(Enrolled + Unenrolled),UnenrolledUsers-Total,Employees in TA,Last TA File Process Date
2325,Foulkeways of Gwynedd,0018W00002XXmjMQAT,Daily,1/8/2025 0:00,332.5,284.5,39,48,45,0,332.5,0,45,
2326,Hillsdale Hospital,0018W00002XXhQOQA1,Daily,1/8/2025 0:00,570.2,514.2,71,56,78,0,570.2,0,78,
2327,Pattison ID,0018W00002KPvqVQAT,Daily,1/8/2025 0:00,8,0,0,8,1,0,8,0,1,45438.76181
2328,Ascentist Healthcare,0018W00002XUuL1QAL,Daily,1/8/2025 0:00,591.83,479.83,59,112,73,0,591.83,0,73,
2329,Restoration Hardware,0018W00002PbG0HQAV,Daily,1/8/2025 0:00,6728,4400,550,2328,841,18480,25208,2310,3151,45707.47083
2330,Cooper Farms,0018W0000229u61QAA,Daily,1/8/2025 0:00,1211.4,962.98,111,248.42,142,0,1211.4,0,142,
2331,Harlem Children's Zone,,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2332,University Hospitals Cleveland,0018W00001ZNbopQAD,Daily,1/8/2025 0:00,14503.9,12693.8,1610,1810.1,1836,184418.92,198922.82,22648,24484,45707.05903
2333,YMCA of Greater Twin Cities,,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2334,CONAM Management Corporation,0018W00002H3axXQAR,Daily,1/8/2025 0:00,2191.1,2031.1,248,160,268,10584.3,12775.4,1301,1569,45707.23611
2335,Horizon Health Services,0018W00002DMGJtQAP,Daily,1/8/2025 0:00,498.49,465.49,56,33,60,0,498.49,0,60,
2336,Southwest Human Development,0018W00002Vf6VVQAZ,Daily,1/8/2025 0:00,1675.05,1611.05,207,64,215,0,1675.05,0,215,
2338,Bitcoin Depot,0018W00002XXDNxQAP,Daily,1/8/2025 0:00,286.71,70.71,7,216,34,0,286.71,0,34,
2339,savAtree,001Ro00000AN3UCIA1,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2340,Rohrer,001Ro0000092Wl8IAE,Daily,1/8/2025 0:00,1009.79,753.04,87,256.75,119,0,1009.79,0,119,
2341,Primex Farms,0018W00002H3lPmQAJ,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2342,Country Dairy,001Ro00000BUKREIA5,Daily,1/8/2025 0:00,245.24,213.24,23,32,27,0,245.24,0,27,
2343,Tribe 9 Foods,0018W00002XXTZQQA5,Daily,1/8/2025 0:00,111.01,62.51,8,48.5,14,0,111.01,0,14,
2344,Wedgewood Village Pharmacy,001Ro000009QpHwIAK,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2346,Ranken Jordan Pediatric Bridge Hospital,001Ro000009uZ17IAE,Daily,1/8/2025 0:00,469.25,381.25,42,88,53,0,469.25,0,53,
2347,NELSON Global,001Ro00000BRIH3IAP,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2348,Wire Mesh Corp,001Ro00000DEnKkIAL,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2349,RPM Living,0018W00002Vf6XHQAZ,Daily,1/8/2025 0:00,6633.7,4372.35,544,2261.35,827,15852.84,22486.54,1979,2806,
2350,Donohoe,001Ro00000BR3ebIAD,Daily,1/8/2025 0:00,656.94,464.94,63,192,87,0,656.94,0,87,
2351,American Freight,0018W00002Vf86gQAB,Daily,1/8/2025 0:00,8.85,8.85,1,0,1,0,8.85,0,1,
2353,Poydras Home,0011I00001ZMOAuQAP,Daily,1/8/2025 0:00,215.46,199.46,24,16,26,0,215.46,0,26,
2354,Roseburg Forest Products,0018W00002H4lBrQAJ,Daily,1/8/2025 0:00,132.75,108.75,10,24,13,0,132.75,0,13,
2355,Express Wash Concepts,001Ro000008XadTIAS,Daily,1/8/2025 0:00,1994.73,1607.2,215,387.53,264,0,1994.73,0,264,
2356,Frank Donio Inc,001Ro00000DEb1qIAD,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2357,Tend,001Ro00000C6CJ7IAN,Daily,1/8/2025 0:00,976.47,736,93,240.47,123,0,976.47,0,123,
2358,Pries Enterprises,001Ro00000FpF7dIAF,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2359,Waukegan Tire and Supply,001Ro00000H8OZgIAN,Daily,1/8/2025 0:00,172.64,172.64,22,0,22,0,172.64,0,22,
2360,Texhoma Christian Care Center,001Ro00000F5aFUIAZ,Daily,1/8/2025 0:00,470.2,430.2,47,40,52,0,470.2,0,52,
2361,Cactus Wellhead,0018W00002H4K1hQAF,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2362,Genting Americas Inc,0018W00002H3xgLQAR,Daily,1/8/2025 0:00,8,0,0,8,1,0,8,0,1,
2366,"GSF USA, Inc",0018W00002XXFaKQAX,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2367,Independent Stave Company,001Ro00000DUiigIAD,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2368,HireRight LLC,0018W00002XUXXxQAP,Daily,1/8/2025 0:00,893.18,565.18,73,328,114,0,893.18,0,114,
2370,Bloomington Cooperative Services,001Ro00000IUWY4IAP,Daily,1/8/2025 0:00,209.86,145.86,22,64,30,0,209.86,0,30,
2371,Daikin,001Ro00000BrJqzIAF,Daily,1/8/2025 0:00,17028.83,13771.53,1581,3257.3,1988,0,17028.83,0,1988,
2372,Covenant Health,0011I00001ZKoTAQA1,Daily,1/8/2025 0:00,804.25,628.25,76,176,98,0,804.25,0,98,
2373,Valley Hope Association,0018W00001ZNcA9QAL,Daily,1/8/2025 0:00,748.14,428.14,52,320,92,0,748.14,0,92,
2374,Access Services,0011I00001ZKoXcQAL,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2375,IDI Distributors,0011I00001TVO0QQAX,Daily,1/8/2025 0:00,993.06,577.06,69,416,121,1318.49,2311.55,157,278,45707.48542
2377,Goodwill Industries of KYOWVA Area Inc,001Ro00000EgCBFIA3,Daily,1/8/2025 0:00,274.02,211.02,30,63,38,0,274.02,0,38,
2378,JACK Entertainment,0018W00002VfB2DQAV,Daily,1/8/2025 0:00,2054.58,1518.58,200,536,267,0,2054.58,0,267,
2379,Valley Forge Flag Company,001Ro00000IV8zxIAD,Daily,1/8/2025 0:00,610.13,570.13,71,40,76,0,610.13,0,76,
2380,Daiso,001Ro00000CTIfTIAX,Daily,1/8/2025 0:00,1802.5,1714.5,284,88,295,0,1802.5,0,295,
2381,Leslie's Poolmart Inc,0018W00002Vf71oQAB,Daily,1/8/2025 0:00,4032.8,2296.11,290,1736.69,507,0,4032.8,0,507,
2382,Aris Solutions Inc,001Ro00000HAzZuIAL,Daily,1/8/2025 0:00,121.8,59.95,8,61.85,16,0,121.8,0,16,
2383,Residential Opportunities Inc,001Ro00000GvDp3IAF,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2384,Gobble-Fite Lumber Co Inc,001Ro00000Ie38JIAR,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2385,Target Logistics Management LLC,001Ro00000DvVHMIA3,Daily,1/8/2025 0:00,1605,1559.25,132,45.75,137,0,1605,0,137,
2386,Restaura,0018W00002XXdF4QAL,Daily,1/8/2025 0:00,8.52,8.52,1,0,1,0,8.52,0,1,
2388,Rehabilitation Hospital of Indiana,001Ro00000JLuHCIA1,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2389,Product Card 4,,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2390,Trio Healthcare,001Ro00000L1lk0IAB,Daily,1/8/2025 0:00,2251.93,2003.93,227,248,258,0,2251.93,0,258,
2391,Mardens Inc,001Ro00000HU2N4IAL,Daily,1/8/2025 0:00,271.91,231.91,32,40,37,0,271.91,0,37,
2392,Cascadia,001Ro000008XgogIAC,Daily,1/8/2025 0:00,201.96,161.96,21,40,26,0,201.96,0,26,
2393,Miami Jewish Health Systems,0011I00001ZL2OUQA1,Daily,1/8/2025 0:00,1184,808,101,376,148,4696,5880,587,735,45707.49653
2394,Riverview Lutheran Retirement Community of Spokane,001Ro00000KwEGwIAN,Daily,1/8/2025 0:00,135.57,135.57,16,0,16,0,135.57,0,16,
2395,Erie Events,001Ro00000EkMGrIAN,Daily,1/8/2025 0:00,126.95,78.95,14,48,20,0,126.95,0,20,
2396,Links Unlimited,001Ro00000IUdETIA1,Daily,1/8/2025 0:00,175.7,87.7,11,88,22,0,175.7,0,22,
2397,TestDemoAccount,,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2398,Enviro Resources II Inc,001Ro00000GZO7QIAX,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2399,MOKA Corp,0018W00002TAEMrQAP,Daily,1/8/2025 0:00,457.79,433.79,45,24,48,0,457.79,0,48,
2400,Hogsalt,001Ro00000JxWtqIAF,Daily,1/8/2025 0:00,1338.55,986.55,134,352,178,0,1338.55,0,178,
2401,Cascadia-Olympus C,001Ro00000H4Q8kIAF,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2403,The Maids International,0018W000027jacnQAA,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,45603.86806
2404,Buffalo Exchange,001Ro00000AiLzAIAV,Daily,1/8/2025 0:00,71.68,71.68,9,0,9,0,71.68,0,9,
2407,"North Metro Community Services, Inc",0018W00002XXRgwQAH,Daily,1/8/2025 0:00,142.77,134.77,15,8,16,0,142.77,0,16,
2408,"CADENCE EDUCATION, LLC",001Ro00000C6fkjIAB,Daily,1/8/2025 0:00,12398.55,10821.46,1433,1577.09,1630,0,12398.55,0,1630,
2410,Dancing Moose Montessori School Inc.,001Ro00000MBb6AIAT,Daily,1/8/2025 0:00,223.95,193.22,25,30.73,29,0,223.95,0,29,
2411,McFarland Clinic,0011I00001ZKWMXQA5,Daily,1/8/2025 0:00,44.65,44.65,5,0,5,0,44.65,0,5,45707.49653
2412,Automation_QA_UKG,,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2414,Superior Tire Service,001Ro00000GeLxPIAV,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2415,Rose Acre Farms,001Ro00000DLLBlIAP,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2416,Wellstreet Urgent Care,001Ro00000JS1BGIA1,Daily,1/8/2025 0:00,2537.75,2167.25,199,370.5,245,0,2537.75,0,245,
2417,QAAutomationEmployer123,,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2418,Automation12345,,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2419,Magnolia River,001Ro00000GzYy1IAF,Daily,1/8/2025 0:00,976.5,795.5,80,181,102,5875.25,6851.75,661,763,45706.99583
2423,Golden Valley Memorial Healthcare,001Ro00000JRQJhIAP,Daily,1/8/2025 0:00,749,685,86,64,94,0,749,0,94,
2424,Horicon Bank,001Ro00000KKCZaIAP,Daily,1/8/2025 0:00,295.24,231.24,28,64,36,0,295.24,0,36,
2425,Chesley Brown International,001Ro00000KXq2jIAD,Daily,1/8/2025 0:00,1415.5,1303.5,163,112,176,0,1415.5,0,176,
2426,Cotiviti,001Ro00000F5YANIA3,Daily,1/8/2025 0:00,5147.97,3795.97,331,1352,488,24676.53,29824.5,2245,2733,
2427,Dometic,001Ro00000G4lgfIAB,Daily,1/8/2025 0:00,5213.52,4789.02,399,424.5,452,0,5213.52,0,452,
2428,Pensacola Health Partners LLC,001Ro00000NZnouIAD,Daily,1/8/2025 0:00,1340.38,1229.06,145,111.32,159,0,1340.38,0,159,
2429,Cove Property Management LP,,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2430,Cove Property Management LP1,,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2431,Accent Decor Inc,001Ro00000Mhh6fIAB,Daily,1/8/2025 0:00,291.44,251.44,30,40,35,0,291.44,0,35,
2432,QA_Test Sprint7376,,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2433,Quorum Health,0018W00001ZNbWUQA1,Daily,1/8/2025 0:00,1625.63,1367.33,188,258.3,220,0,1625.63,0,220,
2434,Pajco Inc,001Ro000009uf07IAA,Daily,1/8/2025 0:00,681.79,545.79,80,136,97,0,681.79,0,97,
2435,Spirit Mountain Gaming,001Ro00000C6Ff7IAF,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2436,WorldSprings,001Ro00000MHbmbIAD,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2437,Stafford Management,001Ro00000NrSQtIAN,Daily,1/8/2025 0:00,1549.89,1381.89,186,168,207,0,1549.89,0,207,
2438,"Excel Fitness Management, LLC",001Ro00000OstsxIAB,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2439,The Stepping Stones Group,0018W00001ZNc7kQAD,Daily,1/8/2025 0:00,599.72,135.72,17,464,75,0,599.72,0,75,
2440,Storage Rentals of America,001Ro00000OrSq3IAF,Daily,1/8/2025 0:00,642.86,522.86,66,120,81,0,642.86,0,81,
2441,Sally's Apizza,001Ro00000MvYptIAF,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2442,Kinkaid Civil Construction,001Ro00000HeBr7IAF,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2443,BMG Bakery,001Ro00000N3mm1IAB,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2444,CleanCare,001Ro00000PWkR8IAL,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2445,JELD-WEN,0018W00001ZNPLtQAP,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2446,County of Bedford VA,001Ro00000JCYavIAH,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2448,Dutch Oil Company,001Ro00000PCcPmIAL,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2449,FAMCO,001Ro00000NrGr0IAF,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2450,"Lifetime Assistance, Inc",001Ro00000C9laNIAR,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2451,Model Group,001Ro00000N4MXtIAN,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2452,TestBusiness_HRISSettings,,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2453,Big C Lumber,001Ro00000PTamXIAT,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2454,Hillpointe Management Co. LLC,001Ro00000QseBOIAZ,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2456,Alpine Health and Rehabilitation,,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2457,"Briese Iron Works, Inc",0018W00002XXDNsQAP,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2458,Tryon Management Group,001Ro00000PqLq4IAF,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2459,Block,,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2460,Marklund Childrens Home,001Ro00000PIM8ZIAX,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
2462,Champlain Community Services Inc,001Ro00000RqwRsIAJ,Daily,1/8/2025 0:00,0,0,0,0,0,0,0,0,0,
1823,0001Template - New Employer,,Daily,1/9/2025 0:00,0,0,0,0,0,0,0,0,0,
1828,Community Systems Inc,0018W00001ZNyBl,Daily,1/9/2025 0:00,11230.25,8121.25,408,3109,547,3204.5,14434.75,143,690,
1829,0001Template - PayactivCard Only Employer,,Daily,1/9/2025 0:00,0,0,0,0,0,0,0,0,0,
1830,The Arc of San Diego,0011I00001ZKop6,Daily,1/9/2025 0:00,1942.3,1862.3,287,80,297,0,1942.3,0,297,
1832,School District of Greenville County,0018W00001ZNnhx,Daily,1/9/2025 0:00,5380.75,1906.5,238,3474.25,672,0,5380.75,0,672,
1835,Fresh Ideas Food,0011I00001TVO4Q,Daily,1/9/2025 0:00,32,0,0,32,4,0,32,0,4,
1840,Scarlet Pearl Casino,0018W00001ZOEfU,Daily,1/9/2025 0:00,1511,1208,170,303,230,0,1511,0,230,
1841,Health Dimensions Group,0018W00001ZNYvl,Daily,1/9/2025 0:00,611,19,3,592,77,0,611,0,77,
1842,"Sagora Senior Living, Inc",0018W00001ZOBAh,Daily,1/9/2025 0:00,10149.66,9412.51,1172,737.15,1263,0,10149.66,0,1263,
1845,Internal Drive,0011I00001TSORh,Daily,1/9/2025 0:00,170.07,74.07,15,96,27,0,170.07,0,27,
1847,Waterton Residential LLC,0018W00001ZO32j,Daily,1/9/2025 0:00,1671.01,1285.68,161,385.33,209,0,1671.01,0,209,
1849,Midwest Industrial Supply Inc,0018W00001ZOFAe,Daily,1/9/2025 0:00,206.75,62.75,7,144,25,0,206.75,0,25,
1850,Van Rooy Properties,,Daily,1/9/2025 0:00,0,0,0,0,0,0,0,0,0,
1852,UCAN Chicago,,Daily,1/9/2025 0:00,0,0,0,0,0,0,0,0,0,
1853,Starr Ranch,,Daily,1/9/2025 0:00,0,0,0,0,0,0,0,0,0,
1854,Olson Oil Co,0018W00001ZOFG8,Daily,1/9/2025 0:00,0,0,0,0,0,0,0,0,0,
1857,Yanfeng Automotive Interiors,,Daily,1/9/2025 0:00,0,0,0,0,0,0,0,0,0,
1860,Turning Point of Central California,,Daily,1/9/2025 0:00,0,0,0,0,0,0,0,0,0,
1863,Kettering Health,0018W00001ZNbmM,Daily,1/9/2025 0:00,23657.33,18030.11,1999,5627.22,2687,0,23657.33,0,2687,44963.62431
1864,M Culinary Concepts,0018W00001ZOIBC,Daily,1/9/2025 0:00,183.6,159.6,21,24,24,0,183.6,0,24,
1865,O'Neal Industries,0011I00001TVO5p,Daily,1/9/2025 0:00,3857.89,2816.53,325,1041.36,455,0,3857.89,0,455,
1866,Jasper Group,0011I00001TUrU3,Daily,1/9/2025 0:00,859.86,802.34,86,48,93,0,859.86,0,93,
1867,EUROPASTRY,0018W00001ZN8Yw,Daily,1/9/2025 0:00,2246.52,2246.52,265,0,265,0,2246.52,0,265,
1868,CSW Industrials Inc,0018W00001gIYga,Daily,1/9/2025 0:00,1308.22,982.22,115,326,156,6270.54,7578.76,737,893,44767.96944
1869,Puratos Corporation,0018W00001ZOSgq,Daily,1/9/2025 0:00,970.89,858.89,91,112,105,0,970.89,0,105,
1870,Clutter,,Daily,1/9/2025 0:00,0,0,0,0,0,0,0,0,0,
1872,Mom's Meals,,Daily,1/9/2025 0:00,3505.45,3002.16,362,503.29,425,0,3505.45,0,425,
1874,Quality Carriers,0018W00001gKp1v,Daily,1/9/2025 0:00,0,0,0,0,0,0,0,0,0,
1875,PRIDGEON ,,Daily,1/9/2025 0:00,0,0,0,0,0,0,0,0,0,
1876,Renown Health,0011I00001Ns0uT,Daily,1/9/2025 0:00,3944.6,3184.6,347,760,440,0,3944.6,0,440,45439.625
1877, Cove Property Management LP,0018W00001gL0CG,Daily,1/9/2025 0:00,777.66,480.66,65,297,102,0,777.66,0,102,
1878,"Winebow, Inc.",0018W00001gKtHs,Daily,1/9/2025 0:00,2473.1,1209.1,130,1264,288,0,2473.1,0,288,
1880,Evergreen Community of Johnson County,,Daily,1/9/2025 0:00,0,0,0,0,0,0,0,0,0,
1881,Heritage Community of Kalamazoo,0018W00001ZNnsr,Daily,1/9/2025 0:00,563.75,563.75,58,0,58,0,563.75,0,58,
1882,InterMountain Management,0018W00001ZMxYM,Daily,1/9/2025 0:00,2933.07,2375.07,333,558,403,0,2933.07,0,403,
1883,PRIDGEON CLAY INC,0018W00001gInZD,Daily,1/9/2025 0:00,240,0,0,240,30,0,240,0,30,
1884,Young Men’s Christian Association of the Suncoast,0018W00001gJRe4,Daily,1/9/2025 0:00,505.25,425.25,80,80,90,0,505.25,0,90,
1885,President Container Group II,0018W00001ZNxVc,Daily,1/9/2025 0:00,525.93,517.93,66,8,67,0,525.93,0,67,
1886,Universal Steel America,0018W00001gLo0k,Daily,1/9/2025 0:00,0,0,0,0,0,0,0,0,0,
1887,Sartori Company,,Daily,1/9/2025 0:00,0,0,0,0,0,0,0,0,0,
1888,Mystic Lake Casino Hotel,0018W00001gInjI,Daily,1/9/2025 0:00,0,0,0,0,0,0,0,0,0,
1890,"Rogers Enterprises, Inc.",0018W00001ZOXaj,Daily,1/9/2025 0:00,704.16,473.26,69,230.9,97,0,704.16,0,97,
1891,Humanim,0018W00001ZOVTz,Daily,1/9/2025 0:00,985.76,985.76,128,0,128,0,985.76,0,128,
1892,Providential BBA Operating LP,0011I00001ZKW3k,Daily,1/9/2025 0:00,64,0,0,64,8,0,64,0,8,
1894,Eskaton Properties Inc.,0011I0000141RlR,Daily,1/9/2025 0:00,2512.96,2328.96,312,184,335,0,2512.96,0,335,
1895,Presbyterian SeniorCare ,0011I00001ZLvrk,Daily,1/9/2025 0:00,3217.85,2817.27,351,400.58,401,0,3217.85,0,401,
1897,The Harrison Steel Casting Co,0018W00001gKvcF,Daily,1/9/2025 0:00,0,0,0,0,0,0,0,0,0,
1898,MyBasePay,0018W00001gKs4N,Daily,1/9/2025 0:00,0,0,0,0,0,0,0,0,0,
1899,La Posada at Park Centre Inc.,0018W00001gLX7G,Daily,1/9/2025 0:00,1042.5,945.5,127,97,139,0,1042.5,0,139,
1902,Community Living,,Daily,1/9/2025 0:00,0,0,0,0,0,0,0,0,0,
1903,WD Western Dental & Orthodontics,0018W00001gIjS2,Daily,1/9/2025 0:00,10013.81,8613.93,1132,1399.88,1307,0,10013.81,0,1307,
1905,SPIRE Hospitality,0011I00001TSOe0,Daily,1/9/2025 0:00,2587.34,1907.84,263,679.5,348,0,2587.34,0,348,
1906,Presbyterian Senior Living,0011I00001ZLQV7,Daily,1/9/2025 0:00,3304.98,2840.98,260,464,318,0,3304.98,0,318,
1926,Bell Techlogix Inc ,0011I00001TVSko,Daily,1/9/2025 0:00,873.89,609.89,72,264,105,0,873.89,0,105,
1927,Hurricane Management LLC,0018W00001gM5Ou,Daily,1/9/2025 0:00,0,0,0,0,0,0,0,0,0,
1928,Next Trucking,,Daily,1/9/2025 0:00,0,0,0,0,0,0,0,0,0,
1930,Allied Services Integrated Health,0018W00001gJSRi,Daily,1/9/2025 0:00,1763.83,1763.83,188,0,188,9456,11219.83,1182,1370,45707.36667
1932,"AbleHearts Communications, LLC",0018W00001gKuNk,Daily,1/9/2025 0:00,341,318,42,23,45,162,503,20,65,45707.46667
1933,Northern Contours Inc,0011I00001TU6fe,Daily,1/9/2025 0:00,674,562,70,112,84,1897.75,2571.75,229,313,
1935,Urban Outfitters Inc,0011I000019Iu9A,Daily,1/9/2025 0:00,21177.65,16328.59,2255,4849.06,2861,0,21177.65,0,2861,
1936,FACE Amusement and Hospitality Group,,Daily,1/9/2025 0:00,0,0,0,0,0,0,0,0,0,
1937,Opportunity Enterprises,0018W00001gLPYG,Daily,1/9/2025 0:00,0,0,0,0,0,0,0,0,0,
1938,Hankey Investment Company LP,0018W00001gIuNR,Daily,1/9/2025 0:00,5069.34,3141.34,399,1928,639,0,5069.34,0,639,
1939,Lifespire of Virginia,0018W00001gM5E0,Daily,1/9/2025 0:00,2446.75,2123.5,268,317,308,0,2446.75,0,308,
1940,Woodloch Pines,0011I00001ZMThK,Daily,1/9/2025 0:00,930,881,114,49,120,0,930,0,120,
1941,Concourse Hotel,0018W00001ZO4Ir,Daily,1/9/2025 0:00,467.26,315.26,44,152,63,0,467.26,0,63,
1942,Concessions International ,0011I00001ZLvds,Daily,1/9/2025 0:00,306.87,186.87,26,120,41,719.81,1026.68,90,131,45707.48681
1944,Moody,0018W00001sggOEQAY,Daily,1/9/2025 0:00,712.47,559.59,78,152.88,97,1761.01,2473.48,233,330,45706.92986
1945,Family YMCA of the Desert,0018W00001shK4b,Daily,1/9/2025 0:00,304.43,304.43,42,0,42,0,304.43,0,42,
1946,PM Hotel Group,0018W00001sh4jC,Daily,1/9/2025 0:00,4982.75,3226.25,430,1756.5,650,0,4982.75,0,650,
1947,Insomnia Cookies,0018W00001gM8PX,Daily,1/9/2025 0:00,7515.28,5711.33,910,1803.95,1126,0,7515.28,0,1126,
1948,Good Foods,0011I00001TSHUQ,Daily,1/9/2025 0:00,430.33,382.33,46,48,52,0,430.33,0,52,
1949,Associated Grocers,0018W00001gIeoZ,Daily,1/9/2025 0:00,536.01,255.43,33,280.58,68,0,536.01,0,68,
1950,Forcht Group,0018W00001gKzh2,Daily,1/9/2025 0:00,2892.89,2860.89,322,32,326,0,2892.89,0,326,
1952,Lipari Foods,0011I00001TS9PB,Daily,1/9/2025 0:00,6272.08,3892.85,502,2379.23,800,0,6272.08,0,800,
1953,Graceworks Lutheran Services,0018W00001gJ6pR,Daily,1/9/2025 0:00,522.69,514.69,58,8,59,0,522.69,0,59,
1954,Pines of Sarasota,0018W00001gJV9G,Daily,1/9/2025 0:00,440.7,440.7,54,0,54,0,440.7,0,54,
1955,Mud Bay,0018W00001ZNTYI,Daily,1/9/2025 0:00,1098.54,930.54,135,168,156,1364.9,2463.44,196,352,45707.2375
1956,Imperial Distributors Inc,0011I00001NsjVz,Daily,1/9/2025 0:00,340.4,276.4,33,64,41,0,340.4,0,41,
1957,98 Ventures,0018W00001gLesU,Daily,1/9/2025 0:00,709.36,365.81,48,343.55,91,0,709.36,0,91,
1958,National Hospitality Services,,Daily,1/9/2025 0:00,0,0,0,0,0,0,0,0,0,
1959,0001Template - TipsEmployer,,Daily,1/9/2025 0:00,0,0,0,0,0,0,0,0,0,
1960,AF Holding Co,0018W00001ZNRhr,Daily,1/9/2025 0:00,126.17,126.17,16,0,16,0,126.17,0,16,
1961,"EasterSeals - Michigan,INC",0018W00001gJSZS,Daily,1/9/2025 0:00,1196.19,364.19,45,832,149,4785.68,5981.87,605,754,45707.44306
1962,Lake Trust Credit Union,0018W00001gJOLf,Daily,1/9/2025 0:00,1039.3,679.3,87,360,132,0,1039.3,0,132,
1963,Mitsukoshi USA Orlando,,Daily,1/9/2025 0:00,0,0,0,0,0,0,0,0,0,
1964,Dufresne Spencer Group,0018W00001shAZl,Daily,1/9/2025 0:00,4643.83,3371.83,407,1272,566,0,4643.83,0,566,
1965,Elim Christian Services,0018W00001gIjOo,Daily,1/9/2025 0:00,937.37,775.25,104,162.12,125,0,937.37,0,125,
1966,ILPEA Industries,0018W00001gMOtRQAW,Daily,1/9/2025 0:00,40,0,0,40,5,0,40,0,5,45622.47986
1967,Thomas Cuisine Management,0018W00001gIuGj,Daily,1/9/2025 0:00,4929.75,3832.8,501,1096.95,638,0,4929.75,0,638,45247.63542
1968,True Value Company,0011I00001ZKof8,Daily,1/9/2025 0:00,859.99,859.99,111,0,111,0,859.99,0,111,
1969,Aspire Indiana,0018W00001gIkxA,Daily,1/9/2025 0:00,0,0,0,0,0,0,0,0,0,
1971,Cherry Hill Programs,0018W00001gL0Jb,Daily,1/9/2025 0:00,997.34,517.78,90,479.56,150,0,997.34,0,150,
1972,Community Dental Partners,,Daily,1/9/2025 0:00,0,0,0,0,0,0,0,0,0,
1973,Tidewell Home Health D.B.A. Empath Personal Care,0018W00001ZOEgc,Daily,1/9/2025 0:00,0,0,0,0,0,0,0,0,0,44953.55417
1974,Four Seasons Produce,0018W00001gLTv3,Daily,1/9/2025 0:00,2064.24,1624.24,172,440,227,114.24,2178.48,16,243,45706.52083
1975,Safe Harbor Marinas,0011I00001ZLvi3,Daily,1/9/2025 0:00,531.15,371.15,50,160,70,0,531.15,0,70,
